Station,Depth,He,Ne,Ar,Kr,Xe,He err,Ne err,Ar err,Kr err,Xe err,He sat,Ne sat,Ar sat,Kr sat,Xe sat,He sat err,Ne sat err,Ar sat err,Kr sat err,Xe sat err,He3/He4,He3/He4 err,T,S,p,Sample_idx,Model_He,Model_Ne,Model_Ar,Model_Kr,Model_Xe,Model_He err,Model_Ne err,Model_Ar err,Model_Kr err,Model_Xe err,chi2,chi2_reduced
5,28.47016337,4.2232586099e-08,1.8743231838e-07,0.00039470515468,9.8654890487e-08,1.5054452424e-08,3.0424277055e-10,1.126089092e-09,1.9752362889e-06,2.3351670398e-09,1.3106591017e-10,2.5678203975,1.1273840548,-2.4913806175,-1.8557172367,-3.581732155,0.73889668452,0.6075710159,0.48796566551,2.3230809251,0.83942927158,0.99496114038,0.016080257082,-1.545321855,34.02689981,1.0,0.0,4.227138239396537e-08,1.871568448765719e-07,0.0003956271849917,9.742545348110135e-08,1.5014121887672576e-08,4.5611477783844175e-10,1.383402537862896e-09,4.601981699135902e-06,1.320455655319022e-09,2.2535991315620883e-10,0.6658773778958432,0.3329386889479216
5,98.92659273,4.1995151184e-08,1.8761108016e-07,0.00039154538065,9.6863399707e-08,1.4617938712e-08,3.0078788454e-10,1.1593598541e-09,1.9460055924e-06,2.3521983261e-09,1.3531609158e-10,2.7796123765,2.5792900119,-0.52169365976,-0.36776828225,-2.5133443705,0.73615313455,0.63389811836,0.494413547,2.4194357144,0.90241951895,1.0213499199,0.015318054792,-0.642212884,34.51654568,1.0,1.0,4.1975501929753816e-08,1.8773861288674138e-07,0.000391323774317,9.58853591983665e-08,1.4649453690962236e-08,4.6036485938709054e-10,1.405239623543057e-09,4.532624907918111e-06,1.2970463229961083e-09,2.2004405381387702e-10,0.25646648596207955,0.12823324298103977
5,296.9473792,4.0427818096e-08,1.795463775e-07,0.00036438644006,8.6954937028e-08,1.3040290034e-08,2.9292497281e-10,1.0786998151e-09,1.6320117789e-06,1.118747077e-09,1.1120622524e-10,0.24575927222,0.7681947106,-1.6235479239,-3.7015434617,-4.8092193625,0.72634358449,0.60540699573,0.44060785722,1.2389591719,0.81177698995,1.0417493457,0.017108028877,1.592818667,34.87876659,1.0,2.0,4.0364668843326475e-08,1.800042464071273e-07,0.0003631488028455,8.76068011933428e-08,1.3095810276901867e-08,4.2271420450446024e-10,1.2715039870293806e-09,3.977519487416795e-06,1.124390717787463e-09,1.8582940662057527e-10,1.390504267107587,0.6952521335537934
5,494.5481263,3.7089368676e-08,1.7881236545e-07,0.00036403882789,8.949330787e-08,1.3526505576e-08,1.2545369438e-09,1.0932303627e-09,1.1609868138e-06,1.0103330211e-09,1.2252640725e-10,-8.2000925095,-0.071409659457,-2.7689879561,-2.198832558,-2.8639194941,3.1051047643,0.61094750794,0.31008759018,1.104124446,0.87988245684,1.013214152,0.032085421617,1.159780397,34.91262678,1.0,3.0,3.998301875767285e-08,1.7767898268323456e-07,0.0003654245456081,8.866965533052565e-08,1.3353670036358905e-08,7.445181490802343e-10,1.956984340013343e-09,8.053581889603353e-06,2.2759783122954766e-09,3.704434860825755e-10,10.473962654501204,5.236981327250602
5,692.0560526,4.0391475847e-08,1.7991848205e-07,0.00037262711124,9.1475269981e-08,1.3793299716e-08,4.1406513254e-10,1.5879427825e-09,1.8595737143e-06,1.1097807325e-09,1.1360407463e-10,-0.40069215922,-0.27009307879,-2.4289942819,-2.4350544801,-3.8653024167,1.0210223751,0.88020632506,0.48692237371,1.1836608597,0.79178250196,1.0426358158,0.016326601688,0.392731134,34.90318953,1.0,4.0,4.0415431044700175e-08,1.7968458126742535e-07,0.0003731645734072,9.096905476934517e-08,1.3789441449024221e-08,5.676113907407767e-10,1.692110747847113e-09,5.296009371639727e-06,1.4999669001893619e-09,2.48023938953864e-10,0.31779585209730793,0.15889792604865396
5,987.4908462,4.1236717878e-08,1.8150561778e-07,0.00038069984281,9.2585308609e-08,1.3953695254e-08,2.966209179e-10,1.0775883962e-09,1.7067813033e-06,1.1179278532e-09,1.2049445981e-10,1.3654767441,-0.076210944577,-1.9496603381,-3.2304221097,-5.140731499,0.72913467177,0.59324177898,0.43958643449,1.1684511084,0.81913902433,1.026596006,0.016497650333,-0.240731524,34.90546993,1.0,5.0,4.111475178325796e-08,1.822900910736397e-07,0.0003788809333613,9.256398792970925e-08,1.4089221885756654e-08,4.2994305395861004e-10,1.2943155602477871e-09,4.205132602577101e-06,1.1989447874765011e-09,2.0143442984611378e-10,3.1001848916779142,1.5500924458389571
5,1478.968168,4.1224187472e-08,1.8128301332e-07,0.00038321503608,9.4557536949e-08,1.437418395e-08,4.181389003e-10,8.4231032335e-10,9.8639491798e-07,8.4114836228e-10,1.3478846451e-10,1.1262181881,-0.6495397669,-2.3735999359,-2.4806383194,-3.8776553129,1.0257280557,0.4616202961,0.25129020476,0.86749564355,0.90135087251,1.059603011,0.014518915213,-0.657062701,34.91538929,1.0,6.0,4.1139577669017106e-08,1.8142330434552506e-07,0.0003831423789156,9.412792935326973e-08,1.4447229322173126e-08,4.325446747011871e-10,1.249338742158716e-09,4.7140192110816265e-06,1.350174061354614e-09,2.277020590893187e-10,0.6286497084164544,0.3143248542082272
5,1969.315623,4.1253397813e-08,1.8343898434e-07,0.00038532704655,9.5625474954e-08,1.4485516216e-08,2.9610542695e-10,1.2109706851e-09,9.8693747046e-07,8.3674851903e-10,1.2471974925e-10,1.1167070209,0.35402444712,-2.2538624743,-1.8930192861,-3.7550667983,0.725787627,0.66248612408,0.25035700603,0.8584623591,0.82866525135,1.0353358412,0.01471617011,-0.819533934,34.92129671,1.0,7.0,4.126430298641787e-08,1.8322937244057077e-07,0.0003856792690059,9.468113720933021e-08,1.4504656176295916e-08,4.592238941720041e-10,1.4044171552672964e-09,4.486536093820838e-06,1.2838574656514258e-09,2.1767277684831948e-10,1.4559285162261932,0.7279642581130966
5,2458.758942,4.300620042e-08,1.8826574982e-07,0.00038936757403,9.5564549533e-08,1.4430888557e-08,2.2062267761e-10,8.8013447703e-10,7.7281740527e-07,8.3915969909e-10,1.0057269702e-10,5.3799508561,2.9201516527,-1.4037676497,-2.168424889,-4.375333214,0.54060127834,0.48114738839,0.19569396513,0.85906662599,0.6664337128,1.0622234518,0.014914812545,-0.888111311,34.92824889,1.0,8.0,4.292021730363193e-08,1.889109324375325e-07,0.0003889622893213,9.516258718693885e-08,1.4559664862409032e-08,3.3993305070379067e-10,1.0352800499095374e-09,3.2677607362331972e-06,9.347213446144827e-10,1.590189412791601e-10,2.8332204759103936,1.4166102379551968
5,2947.597802,4.3039706127e-08,1.8859410851e-07,0.00038887552989,9.5813552286e-08,1.4583072005e-08,4.3433682454e-10,1.6314054039e-09,1.7486479939e-06,1.6284505693e-09,1.8207308428e-10,5.4512457856,3.0722759542,-1.5952946283,-1.9959319058,-3.4678110006,1.0641652409,0.89161145764,0.44249426208,1.6656806545,1.2052270864,1.0486542985,0.025379248669,-0.915583264,34.93495735,1.0,9.0,4.303370399208732e-08,1.886011639809983e-07,0.0003889790820713,9.524820150492021e-08,1.4600803289001262e-08,6.478462540730918e-10,1.956183178113483e-09,6.276709037300022e-06,1.7954467285463754e-09,3.052758813141723e-10,0.1337281240784835,0.06686406203924175
5,3910.299467,4.3399433641e-08,1.8956087719e-07,0.00039026148057,9.583015223e-08,1.459825527e-08,2.2387727218e-10,8.8941647892e-10,1.0034123579e-06,8.0904769433e-10,1.0281919791e-10,6.3361887448,3.6037377528,-1.2420458916,-1.9769136825,-3.3656863981,0.54853839955,0.48610701216,0.25391937593,0.82756157776,0.68061987076,1.0199649134,0.014589005667,-0.916494397,34.94135377,1.0,10.0,4.3371854818298234e-08,1.8975118699709418e-07,0.0003901221303427,9.550469269822109e-08,1.4645051252404012e-08,3.551233217611166e-10,1.0753674603015076e-09,3.4153186467794145e-06,9.77191860807301e-10,1.6646154936033758e-10,0.4492128567384699,0.22460642836923495
8,29.75149432,4.0882397598e-08,1.8860749483e-07,0.0004144304251,1.0424101283e-07,1.5849944569e-08,2.8001643712e-10,1.1396134379e-09,1.305459496e-06,1.1964917588e-09,1.4143500867e-10,-1.1122569798,1.2519873406,1.5780922412,2.803958199,0.50813048697,0.67731334517,0.61178971434,0.31997188689,1.1799970609,0.89687179946,0.98498567145,0.014347331977,-1.675421696,33.47240735,1.0,11.0,4.0843747766850784e-08,1.888359731194743e-07,0.0004144230560471,1.0296479747520315e-07,1.593644498181584e-08,4.4533017503124117e-10,1.4030763041947747e-09,4.583618804502224e-06,1.322047668611977e-09,2.273725505764584e-10,1.571024383732487,0.7855121918662435
8,99.10104584,4.1232245398e-08,1.8822753514e-07,0.00039340406201,9.8230300474e-08,1.4700386137e-08,2.8209967841e-10,1.119186976e-09,1.23499930693e-06,1.0509182467e-09,1.2474997865e-10,-1.0459699286,2.167725901,-1.6815727963,1.6629971472,-1.7692138651,3.3044190727,0.86228593508,0.70983797389,3.066442483,3.6507599128,1.0606642918,0.041600821255,-0.895010633,34.39143464,1.0,12.0,4.125320344338416e-08,1.8795466960530418e-07,0.0003940972207718,9.65835179318105e-08,1.470918422042879e-08,4.316300988618413e-10,1.3317703402609251e-09,4.211086955410796e-06,1.2039445114424823e-09,2.03482769207544e-10,2.8404207751695028,1.4202103875847514
8,296.7392011,4.1144941814e-08,1.7773519106e-07,0.00036826123874,8.7197099589e-08,1.3172471899e-08,3.0902521859e-10,1.5114643001e-09,1.3424655277e-06,9.1842088811e-10,1.3726494726e-10,1.7666529382,-0.79331856995,-1.8970619623,-5.0050376477,-5.7620717219,0.76433361631,0.84365598296,0.35762605083,1.000553437,0.98201494406,1.067086538,0.027189811527,1.072497138,34.86418486,1.0,13.0,4.096835710792511e-08,1.800563793913039e-07,0.000366006576347,8.86736236911548e-08,1.3364347907891222e-08,5.322986210014209e-10,1.6340458465831726e-09,4.84707258688943e-06,1.374467292654542e-09,2.2968157498914022e-10,10.044280203748858,5.022140101874429
8,494.506771,4.0490283915e-08,1.8063556459e-07,0.00037212795151,9.047502759e-08,1.3614672023e-08,2.1264577182e-10,5.9928731955e-10,9.5249787992e-07,8.0703720008e-10,1.548624835e-10,-0.053841749453,0.36531395775,-1.9844679049,-2.8001290561,-4.258681223,0.5248945156,0.3329779499,0.25088033872,0.86702279937,1.0890264836,1.0311598051,0.019679047833,0.624922709,34.88677707,1.0,14.0,4.0480324860593687e-08,1.8067320205797756e-07,0.0003720455829731,9.044287318143836e-08,1.3653247445332996e-08,2.884464899544952e-10,8.688993998240176e-10,3.05932457640317e-06,8.74800668504051e-10,1.4756472432951235e-10,0.07725148160032902,0.03862574080016451
8,690.786058,4.232438377e-08,1.8295561449e-07,0.00037583890158,9.2449545926e-08,1.3958479963e-08,2.5954561416e-10,2.5135064402e-09,9.6674304572e-07,9.7413942569e-10,1.4628958944e-10,4.245829045,1.1667795519,-2.1590762351,-2.094906252,-3.5603641244,0.63926619393,1.3898636161,0.25166908545,1.0316244481,1.0107199907,0.9829977361,0.038642779223,0.172165458,34.89263696,1.0,15.0,4.231401481477475e-08,1.8314327478514338e-07,0.00037593573182,9.17197135778038e-08,1.40057313914335e-08,6.845772682723983e-10,2.1237216759306848e-09,6.115118680831847e-06,1.7438249434632207e-09,2.9644279227961375e-10,0.6828426157519916,0.3414213078759958
8,988.1447356,4.1555967978e-08,1.8594942258e-07,0.00038243615759,9.1413406773e-08,1.4028944368e-08,4.3656053628e-10,1.233754896e-09,1.3891397578e-06,1.6225357251e-09,2.2505519074e-10,1.8351618603,2.4011515877,-1.4280787286,-1.2295617635,-4.519407611,0.52453252344,0.67942088971,0.35804714624,1.2644708448,1.5317191635,1.0282866721,0.024325931416,-0.210829668,34.90146011,1.0,16.0,4.1506024712566714e-08,1.8619891536534127e-07,0.0003819442196447,9.298800591989819e-08,1.4072708976743537e-08,5.67674986136447e-10,1.6947259175486786e-09,5.857287357387616e-06,1.6736123235109135e-09,2.820566575625293e-10,1.1589903661622756,0.5794951830811378
8,1479.814036,4.0532383962e-08,1.8226074831e-07,0.00038629196449,9.5101791965e-08,1.4308359102e-08,4.1158850133e-10,1.604559083e-09,7.6738277244e-07,8.3881421905e-10,1.0345814036e-10,-0.52474606129,-0.012714534097,-1.3508311236,-1.6282323149,-3.9678468534,1.0101273768,0.88025265214,0.19597009431,0.86765596928,0.69437088545,1.0585680987,0.014988548357,-0.565184932,34.91411563,1.0,17.0,4.0367856931139476e-08,1.8335468435736138e-07,0.0003861290487162,9.45978341824692e-08,1.4389836075045249e-08,5.071635989977902e-10,1.5676700818207424e-09,4.7590696110179815e-06,1.3558643177954627e-09,2.2732572131298458e-10,1.6508381642497714,0.8254190821248857
8,1970.417214,4.11404032e-08,1.8285498346e-07,0.00038652882567,9.5455663448e-08,1.4504140175e-08,4.2901385872e-10,1.209662601e-09,1.3948975508e-06,8.3641478551e-10,1.0248932669e-10,0.87284994231,0.10631345197,-1.7802428119,-1.8612391177,-3.3814221091,1.0519063312,0.66224535537,0.35445350938,0.85992499207,0.6827273368,1.0386255841,0.014563644387,-0.75448101,34.9199713,1.0,18.0,4.106724785643193e-08,1.83070274723573e-07,0.0003865126983041,9.49382060205216e-08,1.45430439986464e-08,4.803470405414146e-10,1.417581806801471e-09,4.694178416592091e-06,1.3371825569977467e-09,2.2318822923233987e-10,0.5877158105385615,0.29385790526928074
