/* DATA DESCRIPTION:
Citation:	Arck, Yannis; Engelhardt, Edith; Freundt, Florian; Schäfer, Stefan; Scott, Stanley; Aeschbach, Werner (2025): Noble gas data during SAS21 Oden cruise [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.987272
Abstract:	This data set provides the final measurement results of noble gas samples taken during the Synoptic Arctic Survery 2021 in the central Arctic Ocean on the icebreaker Oden (Snoeijs-Leijonmalm et al., 2022). At six distinct stations, located in the Nansen Basin, above the Gakkel Ridge, in the Amundsen Basin, the Makarov Basin and north of the Greenland shelf, two replicate samples were taken at 11 depths covering the complete water column from the surface to the ocean floor as part of the project Ventilation and Anthropogenic Carbon in the Arctic Ocean. Samples were transferred from Niskin bottles to copper tubes under atmospheric isolation (Beyerle et al., 2000). At Heidelberg University, the samples were analyzed on a sector field mass spectrometer for the dissolved concentrations of helium, neon, argon, krypton and xenon, as well as the 3He/4He ratio, from summer 2022 until spring 2025 within several measurement runs (Schwenk et al., 2022). The obtained concentrations were converted into saturation anomalies (Jenkins et al., 2019), based on the prevailing temperature and salinity measured during the cruise for each data point respectively (Heuzé et al., 2022). If applicable, both replicate measurements are averaged and the final result is stated. These noble gas concentration and saturation data can be used to identify ocean surface processes like sea ice formation and melt, cooling of inflowing water masses or bubble intrusion caused by wind and breaking waves.
Keyword(s):	Arctic Ocean; noble gas; Synoptic Arctic Survey
References:	Beyerle, Urs; Aeschbach-Hertig, Werner; Imboden, Dieter M; Baur, H; Graf, T; Kipfer, Rolf (2000): A Mass Spectrometric System for the Analysis of Noble Gases and Tritium from Water Samples. Environmental Science & Technology, 34(10), 2042-2050, https://doi.org/10.1021/es990840h
	Heuzé, Céline; Karam, Salar; Muchowski, Julia; Padilla, Alexandra; Stranne, Christian; Gerke, Lennart; Tanhua, Toste; Ulfsbo, Adam; Laber, Christien; Stedmon, Colin A (2022): Physical Oceanography measured on bottle water samples during ODEN expedition SO21 for the Synoptic Arctic Survey [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.951264
	Jenkins, William J; Lott, D E III; Cahill, K L (2019): A determination of atmospheric helium, neon, argon, krypton, and xenon solubility concentrations in water and seawater. Marine Chemistry, 211, 94-107, https://doi.org/10.1016/j.marchem.2019.03.007
	Schwenk, Cornelis; Freundt, Florian; Aeschbach, Werner; Boehrer, Bertram (2022): Extending Noble Gas Solubilities in Water to Higher Temperatures for Environmental Application. Journal of Chemical and Engineering Data, 67(5), 1164-1173, https://doi.org/10.1021/acs.jced.2c00009
	Snoeijs-Leijonmalm, Pauline (2022): Expedition Report SWEDARCTIC : Synoptic Arctic Survey 2021 with icebreaker Oden [webpage]. Swedish Polar Research Secretariat, https://urn.kb.se/resolve?urn=urn:nbn:se:polar:diva-8882
Funding:	German Research Foundation (DFG) (URI: http://www.dfg.de/en/), grant/award no. AE 93/21-1: Der arktische Ozean 2020 – Ventilationszeitskalen, anthropogener Kohlenstoff und Variabilität in einer sich verändernden Umgebung
	German Research Foundation (DFG) (URI: http://www.dfg.de/en/), grant/award no. TA 317/8-1: Der arktische Ozean 2020 – Ventilationszeitskalen, anthropogener Kohlenstoff und Variabilität in einer sich verändernden Umgebung
Coverage:	MEDIAN LATITUDE: 87.078631 * MEDIAN LONGITUDE: -12.564728 * SOUTH-BOUND LATITUDE: 83.119333 * WEST-BOUND LONGITUDE: -136.901667 * NORTH-BOUND LATITUDE: 89.601833 * EAST-BOUND LONGITUDE: 33.396167
	DATE/TIME START: 2021-08-04T17:29:40 * DATE/TIME END: 2021-09-02T08:51:55
	MINIMUM DEPTH, water: 28.47016337 m * MAXIMUM DEPTH, water: 4335.69023500 m
Event(s):	SO21_05-03 * LATITUDE: 83.119333 * LONGITUDE: 29.480500 * DATE/TIME: 2021-08-04T17:29:40 * ELEVATION: -3912.0 m * LOCATION: Arctic Ocean * CAMPAIGN: SAS-Oden_2021 (SO21) * BASIS: Oden * METHOD/DEVICE: Conductivity-Temperature-Depth- profiler (CTD), Sea-Bird Scientific, SBE 911plus * COMMENT: Elevation retrieved from GEBCO
	SO21_08-09 * LATITUDE: 86.447333 * LONGITUDE: 33.396167 * DATE/TIME: 2021-08-08T21:52:01 * ELEVATION: -3463.0 m * LOCATION: Arctic Ocean * CAMPAIGN: SAS-Oden_2021 (SO21) * BASIS: Oden * METHOD/DEVICE: Conductivity-Temperature-Depth- profiler (CTD), Sea-Bird Scientific, SBE 911plus * COMMENT: Elevation retrieved from GEBCO
	SO21_16-06 * LATITUDE: 88.944667 * LONGITUDE: 22.730667 * DATE/TIME: 2021-08-12T21:59:29 * ELEVATION: -4283.0 m * LOCATION: Arctic Ocean * CAMPAIGN: SAS-Oden_2021 (SO21) * BASIS: Oden * METHOD/DEVICE: Conductivity-Temperature-Depth- profiler (CTD), Sea-Bird Scientific, SBE 911plus * COMMENT: Elevation retrieved from GEBCO
	SO21_20-03 * LATITUDE: 89.601833 * LONGITUDE: 17.014667 * DATE/TIME: 2021-08-14T16:32:58 * ELEVATION: -4151.0 m * LOCATION: Arctic Ocean * CAMPAIGN: SAS-Oden_2021 (SO21) * BASIS: Oden * METHOD/DEVICE: Conductivity-Temperature-Depth- profiler (CTD), Sea-Bird Scientific, SBE 911plus * COMMENT: Elevation retrieved from GEBCO
	SO21_28-03 * LATITUDE: 88.739500 * LONGITUDE: -136.901667 * DATE/TIME: 2021-08-21T11:08:47 * ELEVATION: -3911.0 m * LOCATION: Arctic Ocean * CAMPAIGN: SAS-Oden_2021 (SO21) * BASIS: Oden * METHOD/DEVICE: Conductivity-Temperature-Depth- profiler (CTD), Sea-Bird Scientific, SBE 911plus * COMMENT: Elevation retrieved from GEBCO
	SO21_46-02 * LATITUDE: 85.848500 * LONGITUDE: -38.419667 * DATE/TIME: 2021-09-02T08:51:55 * ELEVATION: -3240.0 m * LOCATION: Arctic Ocean * CAMPAIGN: SAS-Oden_2021 (SO21) * BASIS: Oden * METHOD/DEVICE: Conductivity-Temperature-Depth- profiler (CTD), Sea-Bird Scientific, SBE 911plus * COMMENT: Elevation retrieved from GEBCO
Parameter(s):	Event label (Event) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de)
	DATE/TIME (Date/Time) * GEOCODE * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de)
	LATITUDE (Latitude) * GEOCODE * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de)
	LONGITUDE (Longitude) * GEOCODE * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de)
	Bottle number (Bottle) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de)
	Pressure, water [dbar] (Press) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de)
	DEPTH, water [m] (Depth water) * GEOCODE * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de)
	Helium [cm**3/g] (He) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * METHOD/DEVICE: Sector field mass spectrometer (SF-MS)
	Neon [cm**3/g] (Ne) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * METHOD/DEVICE: Sector field mass spectrometer (SF-MS)
	Argon [cm**3/g] (Ar) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * METHOD/DEVICE: Sector field mass spectrometer (SF-MS)
	Krypton [cm**3/g] (Kr) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * METHOD/DEVICE: Sector field mass spectrometer (SF-MS)
	Xenon [cm**3/g] (Xe) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * METHOD/DEVICE: Sector field mass spectrometer (SF-MS)
	Helium, standard deviation [±] (He std dev) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * COMMENT: 1 Sigma
	Neon, standard deviation [±] (Ne std dev) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * COMMENT: 1 Sigma
	Argon, standard deviation [±] (Ar std dev) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * COMMENT: 1 Sigma
	Krypton, standard deviation [±] (Kr std dev) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * COMMENT: 1 Sigma
	Xenon, standard deviation [±] (Xe std dev) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * COMMENT: 1 Sigma
	Helium saturation anomaly [%] (ΔHe) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * METHOD/DEVICE: Calculated, see abstract
	Neon saturation anomaly [%] (ΔNe) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * METHOD/DEVICE: Calculated, see abstract
	Argon saturation anomaly [%] (ΔAr) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * METHOD/DEVICE: Calculated, see abstract
	Krypton saturation anomaly [%] (ΔKr) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * METHOD/DEVICE: Calculated, see abstract
	Xenon saturation anomaly [%] (ΔXe) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * METHOD/DEVICE: Calculated, see abstract
	Helium saturation anomaly, standard deviation [±] (ΔHe std dev) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * COMMENT: 1 Sigma
	Neon saturation anomaly, standard deviation [±] (ΔNe std dev) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * COMMENT: 1 Sigma
	Argon saturation anomaly, standard deviation [±] (ΔAr std dev) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * COMMENT: 1 Sigma
	Krypton saturation anomaly, standard deviation [±] (ΔKr std dev) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * COMMENT: 1 Sigma
	Xenon saturation anomaly, standard deviation [±] (ΔXe std dev) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * COMMENT: 1 Sigma
	Helium-3/Helium-4 ratio [atm] (3He/4He) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * METHOD/DEVICE: Sector field mass spectrometer (SF-MS)
	Helium-3/Helium-4 ratio, standard deviation [±] (3He/4He std dev) * PI: Arck, Yannis (https://orcid.org/0009-0004-1038-2564, yannis.arck@iup.uni-heidelberg.de) * COMMENT: 1 Sigma
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	1560 data points
*/
Event	Date/Time	Latitude	Longitude	Bottle	Press [dbar]	Depth water [m]	He [cm**3/g]	Ne [cm**3/g]	Ar [cm**3/g]	Kr [cm**3/g]	Xe [cm**3/g]	He std dev [±]	Ne std dev [±]	Ar std dev [±]	Kr std dev [±]	Xe std dev [±]	ΔHe [%]	ΔNe [%]	ΔAr [%]	ΔKr [%]	ΔXe [%]	ΔHe std dev [±]	ΔNe std dev [±]	ΔAr std dev [±]	ΔKr std dev [±]	ΔXe std dev [±]	3He/4He [atm]	3He/4He std dev [±]
SO21_05-03	2021-08-04T17:29:40	83.11933333	29.48050000	21	28.8	28.47016337	4.223E-08	1.874E-07	3.947E-04	9.865E-08	1.505E-08	3.0E-10	1.1E-09	2.0E-06	2.3E-09	1.3E-10	2.6	1.1	-2.5	-1.9	-3.6	0.7	0.6	0.5	2.3	0.8	0.995	0.016
SO21_05-03	2021-08-04T17:29:40	83.11933333	29.48050000	19	100.0	98.92758159	4.200E-08	1.876E-07	3.915E-04	9.686E-08	1.462E-08	3.0E-10	1.2E-09	1.9E-06	2.4E-09	1.4E-10	2.8	2.6	-0.5	-0.4	-2.5	0.7	0.6	0.5	2.4	0.9	1.021	0.015
SO21_05-03	2021-08-04T17:29:40	83.11933333	29.48050000	17	300.4	296.94737920	4.043E-08	1.795E-07	3.644E-04	8.695E-08	1.304E-08	2.9E-10	1.1E-09	1.6E-06	1.1E-09	1.1E-10	0.2	0.8	-1.6	-3.7	-4.8	0.7	0.6	0.4	1.2	0.8	1.042	0.017
SO21_05-03	2021-08-04T17:29:40	83.11933333	29.48050000	15	500.5	494.54812630	3.709E-08	1.788E-07	3.640E-04	8.949E-08	1.353E-08	1.3E-09	1.1E-09	1.2E-06	1.0E-09	1.2E-10	-8.2	-0.1	-2.8	-2.2	-2.9	3.1	0.6	0.3	1.1	0.9	1.013	0.032
SO21_05-03	2021-08-04T17:29:40	83.11933333	29.48050000	13	700.7	692.05605260	4.039E-08	1.799E-07	3.726E-04	9.148E-08	1.379E-08	4.1E-10	1.6E-09	1.9E-06	1.1E-09	1.1E-10	-0.4	-0.3	-2.4	-2.4	-3.9	1.0	0.9	0.5	1.2	0.8	1.043	0.016
SO21_05-03	2021-08-04T17:29:40	83.11933333	29.48050000	11	1000.5	987.49084620	4.124E-08	1.815E-07	3.807E-04	9.259E-08	1.395E-08	3.0E-10	1.1E-09	1.7E-06	1.1E-09	1.2E-10	1.4	-0.1	-1.9	-3.2	-5.1	0.7	0.6	0.4	1.2	0.8	1.027	0.016
SO21_05-03	2021-08-04T17:29:40	83.11933333	29.48050000	9	1500.3	1478.96816800	4.122E-08	1.813E-07	3.832E-04	9.456E-08	1.437E-08	4.2E-10	8.4E-10	9.9E-07	8.4E-10	1.3E-10	1.1	-0.6	-2.4	-2.5	-3.9	1.0	0.5	0.3	0.9	0.9	1.060	0.015
SO21_05-03	2021-08-04T17:29:40	83.11933333	29.48050000	7	2000.1	1969.31562300	4.125E-08	1.834E-07	3.853E-04	9.563E-08	1.449E-08	3.0E-10	1.2E-09	9.9E-07	8.4E-10	1.2E-10	1.1	0.4	-2.3	-1.9	-3.8	0.7	0.7	0.3	0.9	0.8	1.035	0.015
SO21_05-03	2021-08-04T17:29:40	83.11933333	29.48050000	5	2500.1	2458.75894200	4.301E-08	1.883E-07	3.894E-04	9.556E-08	1.443E-08	2.2E-10	8.8E-10	7.7E-07	8.4E-10	1.0E-10	5.4	2.9	-1.4	-2.2	-4.4	0.5	0.5	0.2	0.9	0.7	1.062	0.015
SO21_05-03	2021-08-04T17:29:40	83.11933333	29.48050000	3	3000.6	2947.59780200	4.304E-08	1.886E-07	3.889E-04	9.581E-08	1.458E-08	4.3E-10	1.6E-09	1.7E-06	1.6E-09	1.8E-10	5.5	3.1	-1.6	-2.0	-3.5	1.1	0.9	0.4	1.7	1.2	1.049	0.025
SO21_05-03	2021-08-04T17:29:40	83.11933333	29.48050000	1	3989.5	3910.29946700	4.340E-08	1.896E-07	3.903E-04	9.583E-08	1.460E-08	2.2E-10	8.9E-10	1.0E-06	8.1E-10	1.0E-10	6.3	3.6	-1.2	-2.0	-3.4	0.5	0.5	0.3	0.8	0.7	1.020	0.015
SO21_08-09	2021-08-08T21:52:01	86.44733333	33.39616667	21	30.1	29.78710329	4.088E-08	1.886E-07	4.144E-04	1.042E-07	1.585E-08	2.8E-10	1.1E-09	1.3E-06	1.2E-09	1.4E-10	-1.1	1.3	1.6	2.8	0.5	0.7	0.6	0.3	1.2	0.9	0.985	0.014
SO21_08-09	2021-08-08T21:52:01	86.44733333	33.39616667	19	100.2	99.10104584	4.123E-08	1.882E-07	3.934E-04	9.823E-08	1.470E-08	2.8E-10	1.1E-09	1.2E-06	1.1E-09	1.2E-10	0.7	2.5	-0.8	0.1	-3.1	0.7	0.6	0.3	1.1	0.8	1.037	0.017
SO21_08-09	2021-08-08T21:52:01	86.44733333	33.39616667	17	300.2	296.73920110	4.114E-08	1.777E-07	3.683E-04	8.720E-08	1.317E-08	3.1E-10	1.5E-09	1.3E-06	9.2E-10	1.4E-10	1.8	-0.8	-1.9	-5.0	-5.8	0.8	0.8	0.4	1.0	1.0	1.067	0.027
SO21_08-09	2021-08-08T21:52:01	86.44733333	33.39616667	15	500.5	494.50677100	4.049E-08	1.806E-07	3.721E-04	9.048E-08	1.361E-08	2.1E-10	6.0E-10	9.5E-07	8.1E-10	1.5E-10	-0.1	0.4	-2.0	-2.8	-4.3	0.5	0.3	0.3	0.9	1.1	1.031	0.020
SO21_08-09	2021-08-08T21:52:01	86.44733333	33.39616667	13	699.4	690.78605800	4.232E-08	1.830E-07	3.758E-04	9.245E-08	1.396E-08	2.6E-10	2.5E-09	9.7E-07	9.7E-10	1.5E-10	4.2	1.2	-2.2	-2.1	-3.6	0.6	1.4	0.3	1.0	1.0	0.983	0.039
SO21_08-09	2021-08-08T21:52:01	86.44733333	33.39616667	11	1001.3	988.14473560	4.156E-08	1.859E-07	3.824E-04	9.141E-08	1.403E-08	4.4E-10	1.2E-09	1.4E-06	1.6E-09	2.3E-10	2.2	2.4	-1.4	-4.4	-4.5	1.1	0.7	0.4	1.7	1.5	0.863	0.039
SO21_08-09	2021-08-08T21:52:01	86.44733333	33.39616667	9	1501.2	1479.81403600	4.053E-08	1.823E-07	3.863E-04	9.510E-08	1.431E-08	4.1E-10	1.6E-09	7.7E-07	8.4E-10	1.0E-10	-0.5	0.0	-1.4	-1.6	-4.0	1.0	0.9	0.2	0.9	0.7	1.059	0.015
SO21_08-09	2021-08-08T21:52:01	86.44733333	33.39616667	7	2001.3	1970.41721400	4.114E-08	1.829E-07	3.865E-04	9.546E-08	1.450E-08	4.3E-10	1.2E-09	1.4E-06	8.4E-10	1.0E-10	0.9	0.1	-1.8	-1.9	-3.4	1.1	0.7	0.4	0.9	0.7	1.039	0.015
SO21_08-09	2021-08-08T21:52:01	86.44733333	33.39616667	5	2501.3	2459.81292200	4.170E-08	1.846E-07	3.905E-04	9.533E-08	1.451E-08	3.0E-10	1.6E-09	1.7E-06	1.1E-09	1.4E-10	2.2	1.0	-1.0	-2.3	-3.8	0.7	0.9	0.4	1.2	0.9	1.056	0.018
SO21_08-09	2021-08-08T21:52:01	86.44733333	33.39616667	3	2891.0	2840.56793700	4.258E-08	1.838E-07	3.911E-04	9.622E-08	1.453E-08	9.4E-10	1.6E-09	1.2E-06	1.2E-09	1.3E-10	4.3	0.4	-1.0	-1.5	-3.8	2.3	0.8	0.3	1.2	0.8	1.069	0.017
SO21_08-09	2021-08-08T21:52:01	86.44733333	33.39616667	1	2940.7	2889.07245900	4.114E-08	1.852E-07	3.889E-04	9.682E-08	1.454E-08	2.8E-10	1.1E-09	1.7E-06	1.2E-09	1.3E-10	0.8	1.2	-1.5	-0.9	-3.7	0.7	0.6	0.4	1.2	0.9	1.050	0.018
SO21_16-06	2021-08-12T21:59:29	88.94466667	22.73066667	21	29.8	29.45964658	4.304E-08	1.895E-07	4.161E-04	1.050E-07	1.620E-08	4.3E-10	1.6E-09	2.6E-06	1.1E-09	1.3E-10	3.9	1.5	1.7	3.3	2.5	1.0	0.9	0.6	1.1	0.8	0.961	0.029
SO21_16-06	2021-08-12T21:59:29	88.94466667	22.73066667	19	99.9	98.81147186	3.983E-08	1.860E-07	3.971E-04	9.851E-08	1.482E-08	1.3E-09	1.6E-09	2.9E-06	2.9E-09	5.4E-10	-3.1	0.6	-1.6	-1.7	-4.7	3.3	0.8	0.7	2.9	3.5	1.056	0.042
SO21_16-06	2021-08-12T21:59:29	88.94466667	22.73066667	17	300.3	296.81470050	3.993E-08	1.808E-07	3.661E-04	8.893E-08	1.321E-08	2.7E-10	1.1E-09	1.6E-06	9.8E-10	1.2E-10	-1.2	1.1	-2.1	-2.7	-5.0	0.7	0.6	0.4	1.1	0.9	1.033	0.019
SO21_16-06	2021-08-12T21:59:29	88.94466667	22.73066667	15	500.1	494.12258720	4.228E-08	1.869E-07	3.733E-04	8.999E-08	1.358E-08	4.4E-10	1.2E-09	1.4E-06	1.6E-09	2.2E-10	4.5	4.2	-1.0	-2.5	-3.5	1.1	0.7	0.4	1.7	1.5	0.914	0.038
SO21_16-06	2021-08-12T21:59:29	88.94466667	22.73066667	13	699.9	691.22678100	4.037E-08	1.813E-07	3.765E-04	9.206E-08	1.373E-08	4.3E-10	1.2E-09	1.4E-06	1.6E-09	2.3E-10	-0.5	0.4	-1.6	-2.1	-4.6	1.1	0.7	0.4	1.7	1.6	1.027	0.039
SO21_16-06	2021-08-12T21:59:29	88.94466667	22.73066667	11	1000.2	987.07985770	4.246E-08	1.875E-07	3.787E-04	9.326E-08	1.414E-08	4.2E-10	2.6E-09	1.2E-06	8.7E-10	1.1E-10	4.4	3.4	-2.1	-2.1	-3.4	1.0	1.4	0.3	0.9	0.8	1.009	0.015
SO21_16-06	2021-08-12T21:59:29	88.94466667	22.73066667	9	2000.1	1969.22140800	4.076E-08	1.835E-07	3.871E-04	9.472E-08	1.456E-08	4.3E-10	1.2E-09	1.0E-06	9.9E-10	1.3E-10	0.0	0.5	-1.5	-2.5	-2.8	1.1	0.7	0.3	1.0	0.8	1.023	0.013
SO21_16-06	2021-08-12T21:59:29	88.94466667	22.73066667	7	3000.1	2946.89620100	4.114E-08	1.832E-07	3.866E-04	9.559E-08	1.468E-08	4.3E-10	1.2E-09	1.4E-06	7.5E-10	1.2E-10	0.8	0.1	-2.1	-2.2	-2.8	1.1	0.7	0.4	0.8	0.8	1.025	0.013
SO21_16-06	2021-08-12T21:59:29	88.94466667	22.73066667	5	3500.2	3434.20587400	4.099E-08	1.843E-07	3.886E-04	9.717E-08	1.481E-08	1.4E-09	1.6E-09	2.0E-06	9.9E-10	1.2E-10	0.4	0.7	-1.7	-0.6	-2.0	3.4	0.9	0.5	1.0	0.8	1.054	0.016
SO21_16-06	2021-08-12T21:59:29	88.94466667	22.73066667	3	4000.1	3920.30222100	4.120E-08	1.824E-07	3.903E-04	9.659E-08	1.448E-08	2.9E-10	1.6E-09	1.0E-06	1.2E-09	1.3E-10	0.9	-0.3	-1.3	-1.2	-4.2	0.7	0.9	0.3	1.2	0.9	1.049	0.015
SO21_16-06	2021-08-12T21:59:29	88.94466667	22.73066667	1	4428.3	4335.69023500	4.241E-08	1.851E-07	3.903E-04	9.562E-08	1.449E-08	3.9E-10	1.6E-09	3.4E-06	9.4E-10	1.2E-10	3.9	1.2	-1.3	-2.2	-4.1	0.9	0.9	0.9	1.0	0.8	1.014	0.015
SO21_20-03	2021-08-14T16:32:58	89.60183333	17.01466667	21	30.2	29.91311211	4.227E-08	1.917E-07	4.246E-04	1.059E-07	1.593E-08	9.5E-10	1.0E-09	2.1E-06	8.0E-10	1.6E-10	1.8	2.4	3.4	3.8	0.3	2.3	0.6	0.5	0.8	1.0	1.006	0.026
SO21_20-03	2021-08-14T16:32:58	89.60183333	17.01466667	19	246.6	243.80651440	4.084E-08	1.775E-07	3.651E-04	8.855E-08	1.310E-08	5.5E-10	3.5E-09	2.1E-06	1.1E-09	2.1E-10	1.2	-0.6	-1.9	-2.5	-5.1	1.4	1.9	0.6	1.2	1.5	1.015	0.027
SO21_20-03	2021-08-14T16:32:58	89.60183333	17.01466667	17	499.9	493.98070190	4.102E-08	1.791E-07	3.709E-04	9.146E-08	1.359E-08	3.9E-10	1.1E-09	1.5E-06	7.4E-10	1.4E-10	1.4	-0.1	-1.5	-0.7	-3.1	1.0	0.6	0.4	0.8	1.0	1.029	0.019
